,state,account length,area code,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
2800,SD,52,510,1,0,0,118,42.74,80,16.71,53,8.64,2,2.97,0,1
2801,HI,3,408,0,0,0,99,23.63,108,21.31,87,12.88,3,1.65,4,0
2802,MS,38,415,0,0,0,114,19.94,105,17.74,98,9.15,2,3.89,2,0
2803,NY,104,415,0,0,0,108,44.88,75,11.24,91,8.0,8,2.86,3,0
2804,LA,27,408,0,0,0,105,14.04,99,17.34,122,10.09,4,2.46,1,0
2805,KS,166,415,1,1,28,126,29.89,76,21.56,72,5.78,5,3.08,1,0
2806,MA,13,408,0,0,0,100,37.47,79,17.95,112,11.67,8,3.67,2,0
2807,AK,52,408,0,0,0,104,36.89,83,12.95,109,6.04,4,3.19,2,0
2808,SD,114,415,0,1,25,77,21.93,110,24.65,110,7.97,5,3.13,1,0
2809,CO,156,408,0,0,0,106,25.59,112,13.0,86,9.72,3,0.95,1,0
2810,NH,90,415,0,1,42,66,32.86,85,22.38,97,9.65,4,3.0,0,0
2811,WV,62,415,0,0,0,122,32.22,95,8.82,106,8.13,5,2.92,2,0
2812,AZ,82,415,0,1,33,95,23.43,128,20.02,70,12.06,6,2.97,2,0
2813,ME,52,510,0,0,0,80,21.98,101,12.13,89,11.62,4,3.32,3,0
2814,NH,146,510,0,0,0,77,19.65,100,18.16,72,9.83,6,2.89,1,0
2815,RI,120,415,0,1,23,114,37.72,84,21.65,117,11.27,5,1.94,2,0
2816,ID,130,415,0,0,0,113,44.83,103,15.85,99,8.79,6,4.94,1,1
2817,WI,90,408,0,0,0,91,10.42,94,16.52,80,6.44,9,3.08,1,0
2818,NM,147,408,1,0,0,113,31.25,110,14.0,87,5.0,4,2.73,1,0
2819,WY,159,415,0,0,0,68,28.46,74,12.22,111,6.3,3,2.78,0,1
2820,IL,74,510,0,1,27,122,26.2,150,16.6,86,12.45,2,3.56,4,0
2821,TX,130,408,0,0,0,101,42.84,105,14.47,64,9.41,5,1.54,0,0
2822,RI,155,408,1,0,0,94,27.73,108,24.79,111,4.34,3,3.02,0,0
2823,MI,87,415,0,0,0,80,33.71,89,15.9,96,6.01,4,4.48,2,0
2824,OR,81,415,0,0,0,48,55.2,82,20.09,78,8.44,5,3.54,0,1
2825,VA,99,510,0,0,0,78,21.81,120,18.3,140,6.47,9,3.86,2,0
2826,SD,131,510,0,0,0,110,31.94,101,17.04,125,9.12,11,2.75,2,0
2827,AL,89,510,0,0,0,71,21.96,68,18.2,100,9.67,4,2.78,5,1
2828,MS,123,415,1,0,0,106,21.34,96,10.96,129,11.34,6,1.7,4,1
2829,MS,130,510,0,1,26,108,43.72,122,19.07,118,9.18,4,3.4,1,0
2830,HI,99,415,0,0,0,90,21.18,70,12.44,95,7.62,6,2.84,1,0
2831,WV,36,408,0,0,0,144,29.77,69,18.44,146,10.97,3,2.67,1,0
2832,WV,87,415,0,0,0,91,21.13,105,14.74,109,11.53,5,2.03,3,0
2833,WV,139,415,0,0,0,130,46.17,131,13.26,108,6.13,9,3.13,2,0
2834,IN,189,510,0,0,0,80,37.38,117,12.18,69,5.88,7,3.16,1,0
2835,NM,96,415,0,1,33,115,31.16,87,17.12,84,7.98,15,2.81,3,0
2836,DE,112,408,0,0,0,119,17.19,67,18.22,112,8.08,5,2.78,2,0
2837,NC,75,408,0,0,0,70,34.56,97,19.46,118,10.0,3,3.86,1,0
2838,NM,178,415,0,1,35,88,29.82,65,16.15,94,6.24,3,2.84,2,0
2839,SC,112,415,0,0,0,97,45.22,94,18.24,100,13.78,2,3.83,2,1
2840,NJ,108,415,0,1,41,110,29.17,78,11.57,103,8.25,7,2.92,0,0
2841,AZ,100,510,0,0,0,98,13.38,102,19.18,106,6.77,8,3.78,0,0
2842,RI,121,510,0,1,20,110,36.02,120,18.28,107,10.73,2,2.54,0,0
2843,SD,116,415,0,0,0,101,10.83,95,16.64,87,9.45,6,2.7,1,0
2844,NH,161,415,0,0,0,100,29.48,74,18.16,69,6.37,4,3.11,1,0
2845,AL,19,415,1,0,0,98,40.41,121,17.6,95,8.2,4,1.22,0,0
2846,WV,104,415,0,0,0,123,38.4,106,13.84,85,12.24,4,2.73,1,0
2847,ID,119,415,1,1,32,101,29.41,93,17.8,91,10.4,4,3.29,0,0
2848,MD,125,415,0,0,0,102,38.23,87,12.22,105,8.95,2,2.16,0,0
2849,IN,156,510,0,0,0,122,40.41,91,15.43,151,8.36,4,2.08,1,0
2850,WY,109,415,0,0,0,128,23.29,116,18.45,86,8.19,5,2.7,2,0
2851,NH,95,510,0,0,0,109,24.23,107,14.97,88,8.53,3,2.21,2,0
2852,MN,90,408,0,0,0,126,24.21,118,10.73,71,12.34,4,1.24,1,0
2853,MA,105,415,0,1,21,112,24.99,43,16.77,93,12.03,3,2.35,2,0
2854,NH,101,510,0,0,0,124,37.45,101,16.03,98,12.53,4,2.86,1,0
2855,MN,95,415,0,0,0,96,25.36,116,22.16,120,9.05,2,2.19,1,0
2856,IA,123,415,0,0,0,88,34.75,111,11.69,100,10.17,4,2.7,0,0
2857,NY,160,408,0,0,0,77,36.86,117,17.62,117,10.29,2,1.51,1,0
2858,AL,141,510,0,1,28,123,52.36,128,21.06,103,6.88,3,2.0,1,0
2859,WV,87,415,0,0,0,125,9.86,116,5.74,136,8.37,3,3.11,0,0
2860,NM,81,415,0,0,0,80,29.44,94,20.08,84,10.81,6,3.19,2,0
2861,CA,75,415,0,1,19,90,35.75,87,20.55,102,9.71,3,3.54,4,0
2862,MA,126,408,0,1,24,125,10.01,90,25.97,73,7.15,6,3.27,0,0
2863,ME,28,415,0,0,0,102,40.26,87,14.2,115,12.61,3,2.62,3,0
2864,FL,153,415,0,0,0,102,38.91,136,13.66,109,9.14,2,3.38,0,0
2865,NH,97,408,0,1,32,87,15.3,113,23.49,107,8.33,6,2.32,2,1
2866,IN,115,408,0,0,0,128,24.94,74,9.03,104,8.9,4,3.0,2,0
2867,WI,95,408,0,0,0,83,40.34,65,13.09,105,10.67,6,3.02,1,0
2868,MA,17,415,1,0,0,118,27.68,91,19.52,94,14.97,3,3.67,0,1
2869,NH,105,415,0,1,20,114,31.77,91,21.79,104,15.06,2,2.4,1,0
2870,TX,121,415,0,0,0,100,14.64,113,22.08,79,6.66,9,2.46,2,0
2871,NC,125,408,0,0,0,89,36.09,127,18.31,73,8.41,2,3.05,2,0
2872,CT,124,415,0,0,0,98,25.67,119,10.25,81,6.88,2,2.48,2,0
2873,NJ,35,408,0,0,0,67,26.96,96,11.08,80,10.34,5,1.86,2,0
2874,WY,134,510,0,0,0,93,50.32,117,19.24,98,11.11,10,3.32,0,1
2875,LA,123,510,0,1,32,77,36.09,78,21.38,85,9.39,2,1.78,3,0
2876,NV,124,415,0,0,0,61,39.85,111,15.24,117,12.85,6,2.81,3,0
2877,WV,133,510,0,0,0,92,30.06,97,15.94,88,8.86,3,1.76,2,0
2878,AR,185,415,0,1,19,123,26.74,94,21.9,107,8.57,6,2.59,0,0
2879,SC,1,415,0,1,26,68,24.92,67,14.69,113,7.82,2,2.7,1,0
2880,KS,107,415,0,0,0,108,44.29,110,8.7,148,5.84,5,2.65,1,0
2881,NY,91,415,0,1,20,98,24.84,104,23.58,100,6.2,3,1.67,1,0
2882,MI,178,408,1,0,0,134,21.17,78,12.0,113,12.07,2,3.08,2,1
2883,MA,123,415,0,0,0,49,35.6,117,20.18,98,10.76,11,2.65,1,0
2884,UT,170,415,0,0,0,44,48.57,144,14.24,97,11.7,4,2.35,1,1
2885,HI,135,415,0,0,0,44,32.45,109,13.72,100,10.44,2,2.27,1,0
2886,PA,85,408,0,0,0,88,24.55,105,22.49,94,8.34,3,2.67,1,0
2887,OR,134,415,0,1,50,130,35.5,104,11.3,107,6.15,4,3.0,2,0
2888,TN,148,415,0,1,36,141,13.19,60,17.6,115,11.51,2,2.94,1,0
2889,CT,93,415,0,0,0,101,46.09,133,20.18,103,6.54,6,2.27,1,1
2890,AZ,138,415,0,0,0,104,40.94,92,12.28,98,5.66,1,3.13,0,0
2891,OR,159,510,0,0,0,98,19.52,101,16.37,108,11.66,5,3.29,0,0
2892,DE,103,415,0,1,34,80,23.6,108,12.07,77,8.27,7,3.19,1,0
2893,MA,150,408,0,1,27,112,35.67,80,13.18,111,11.32,6,1.94,0,0
2894,CT,37,408,0,0,0,98,22.93,130,21.11,113,10.63,2,3.97,3,0
2895,AR,33,415,1,0,0,99,27.88,102,13.01,104,5.57,4,1.73,0,0
2896,SD,55,415,0,0,0,130,41.74,54,16.38,83,6.38,4,2.46,1,0
2897,CT,134,408,0,1,32,94,13.65,124,16.99,117,7.69,3,4.48,0,0
2898,CT,107,408,0,0,0,90,15.42,109,17.64,96,7.62,5,1.51,2,0
2899,MA,80,408,0,1,36,115,32.35,78,21.81,145,9.67,4,1.03,1,0
2900,MS,78,408,0,0,0,108,18.46,126,17.84,117,10.02,5,2.13,1,1
2901,MT,85,408,0,1,17,88,15.27,75,19.82,116,7.46,7,2.51,4,1
2902,AK,61,415,0,1,15,106,42.91,69,15.96,137,11.68,3,2.7,2,0
2903,DE,97,415,0,1,32,94,31.18,120,22.87,38,9.16,4,1.81,5,0
2904,OH,136,408,1,0,0,103,31.18,113,12.06,122,9.02,9,2.81,2,0
2905,MN,135,408,0,0,0,100,26.38,84,11.55,82,8.31,9,1.03,3,0
2906,CA,87,415,0,1,19,122,28.19,89,15.89,78,11.24,0,0.0,1,0
2907,OH,165,510,0,0,0,67,35.6,89,23.27,88,6.76,1,3.46,0,0
2908,NV,148,415,0,0,0,104,47.48,87,17.14,99,12.64,2,2.13,2,1
2909,SC,99,415,0,0,0,102,29.6,118,8.42,126,9.52,2,2.08,2,0
2910,WV,123,415,0,0,0,78,29.87,96,15.69,92,7.06,2,2.46,2,0
2911,NM,127,415,1,0,0,87,43.61,101,18.88,122,7.05,3,3.51,1,0
2912,WY,151,415,0,0,0,89,28.93,83,15.94,100,5.38,3,1.16,0,0
2913,CA,185,408,0,0,0,92,23.73,115,21.27,79,7.11,4,2.92,1,0
2914,KS,65,415,0,1,34,119,35.5,106,12.08,87,9.66,4,3.38,4,0
2915,WY,58,510,0,0,0,126,35.72,108,21.16,88,7.14,2,3.89,4,0
2916,OK,104,415,0,0,0,87,19.31,98,13.48,87,8.45,6,2.84,2,0
2917,UT,44,415,0,0,0,89,34.44,96,13.86,151,12.06,3,2.24,0,0
2918,MA,58,408,0,0,0,112,29.65,122,22.59,87,8.21,0,0.0,4,0
2919,UT,108,415,0,0,0,117,35.8,103,13.96,68,9.06,5,2.54,0,0
2920,MN,132,510,0,0,0,88,20.66,124,21.51,120,8.81,4,2.89,1,0
2921,NE,80,415,0,0,0,67,21.73,112,15.44,63,8.88,2,4.29,2,0
2922,OH,162,415,0,0,0,98,22.98,107,20.57,96,11.11,2,2.75,2,0
2923,KY,110,510,0,0,0,62,16.9,86,23.38,94,9.54,3,4.51,2,0
2924,WA,96,415,0,0,0,105,47.07,94,20.99,107,11.45,3,2.78,1,1
2925,NY,168,408,0,0,0,134,27.78,87,20.41,147,7.38,2,3.13,2,1
2926,IN,72,510,0,0,0,116,48.86,126,20.0,114,13.14,3,1.35,4,1
2927,CO,125,408,0,1,23,104,20.49,115,19.36,100,7.13,3,2.75,1,0
2928,DC,170,510,0,0,0,106,31.3,70,17.42,133,10.09,3,2.65,2,0
2929,AK,71,510,0,0,0,84,31.45,129,19.76,82,8.6,4,4.02,3,0
2930,SC,124,415,0,0,0,109,27.35,152,12.26,97,5.42,12,3.48,1,0
2931,KS,68,415,0,0,0,68,35.29,123,21.39,100,8.62,6,2.94,2,0
2932,UT,97,415,0,0,0,134,35.56,0,0.0,94,7.89,6,3.19,1,0
2933,IL,98,510,1,0,0,71,26.93,66,26.06,93,6.49,4,0.57,1,0
2934,DC,24,408,0,0,0,73,25.33,81,11.14,69,10.74,3,2.32,2,1
2935,DC,136,510,0,0,0,63,34.77,95,17.75,119,10.08,2,2.65,0,0
2936,OK,44,408,0,0,0,86,49.1,87,14.95,106,9.69,2,2.57,0,1
2937,KY,96,415,0,1,40,90,18.46,154,17.54,118,5.68,4,3.62,0,0
2938,NE,31,415,0,0,0,129,16.58,78,22.13,100,3.99,5,1.89,1,0
2939,AL,72,415,0,0,0,102,28.31,103,22.19,85,11.82,5,3.59,0,0
2940,HI,24,415,0,0,0,104,26.55,101,7.65,116,9.23,5,1.97,1,0
2941,SC,112,415,0,1,31,89,38.28,117,21.83,87,11.24,1,3.11,4,0
2942,GA,117,415,1,0,0,118,48.86,84,22.07,86,6.89,3,2.7,1,1
2943,KS,137,415,0,1,19,96,29.8,146,20.51,109,9.51,2,2.11,0,0
2944,PA,136,408,0,0,0,75,17.36,97,18.66,92,3.32,5,2.65,0,0
2945,UT,95,415,0,0,0,103,26.84,90,22.07,117,10.35,2,3.78,0,0
2946,OR,82,415,0,1,19,73,24.91,65,20.94,114,8.96,4,1.11,1,0
2947,ND,145,415,0,0,0,116,41.79,91,24.37,115,10.83,13,2.43,1,1
2948,KY,56,415,1,0,0,114,30.21,110,18.33,67,10.65,5,2.84,1,0
2949,MN,155,408,1,0,0,146,42.64,105,12.96,104,6.66,5,2.7,2,0
2950,OH,133,408,0,0,0,100,20.03,105,16.93,119,10.98,4,3.19,0,1
2951,TX,53,415,0,0,0,113,20.35,84,16.12,108,11.53,7,3.48,2,0
2952,WY,123,415,0,0,0,87,41.17,101,19.22,121,12.09,3,2.21,5,1
2953,GA,136,415,0,0,0,83,27.78,119,21.19,90,11.24,4,2.65,7,0
2954,TX,57,415,0,0,0,113,27.37,134,17.68,81,9.36,4,2.27,3,0
2955,WV,62,408,0,0,0,111,21.88,104,14.41,97,8.71,5,2.78,1,0
2956,NM,112,415,0,0,0,94,13.87,112,22.79,75,6.34,18,2.32,1,0
2957,MI,55,415,0,1,20,91,35.31,113,16.97,110,9.74,1,1.97,1,0
2958,NC,95,408,0,0,0,115,21.86,88,18.38,96,11.49,2,1.7,6,1
2959,NY,125,415,0,0,0,65,39.66,93,17.83,109,9.48,4,2.46,1,0
2960,TX,1,415,0,0,0,106,30.96,106,11.47,75,6.85,3,2.7,5,1
2961,KY,98,415,0,1,36,81,28.56,125,13.87,120,7.77,2,2.16,6,1
2962,SD,105,415,0,0,0,88,42.77,103,14.88,112,8.3,5,1.46,1,0
2963,ID,113,415,0,1,30,102,31.25,123,15.59,52,10.58,7,3.13,0,0
2964,OR,99,408,0,0,0,44,43.59,105,18.23,75,10.52,1,2.13,3,1
2965,WI,103,415,0,0,0,134,30.63,85,8.3,134,8.18,3,2.27,1,0
2966,WV,177,408,0,0,0,81,38.73,97,13.75,106,9.76,5,2.16,1,0
2967,SC,149,415,0,1,20,132,25.13,94,23.53,110,6.75,6,2.75,0,0
2968,CT,160,415,0,0,0,136,39.93,134,23.02,101,9.87,2,3.75,1,1
2969,NV,116,408,0,0,0,54,18.85,82,18.14,116,8.38,2,2.13,2,0
2970,ND,90,415,0,1,22,94,21.17,90,19.69,108,10.0,12,1.73,1,0
2971,MI,148,415,1,0,0,81,39.7,71,15.95,97,5.5,2,2.59,0,1
2972,MT,147,415,0,1,35,134,33.54,99,11.99,90,9.54,4,2.73,2,1
2973,NE,95,510,0,0,0,96,9.89,126,17.18,97,9.47,5,2.81,0,0
2974,UT,201,510,0,0,0,72,36.16,90,19.14,99,8.78,6,1.89,1,0
2975,WV,80,415,0,0,0,89,25.76,78,11.19,131,10.59,4,3.19,0,0
2976,AR,122,415,1,0,0,117,24.87,93,18.59,97,10.62,5,3.11,1,0
2977,MT,132,408,0,0,0,100,33.17,95,12.65,117,10.1,2,1.81,0,0
2978,UT,83,510,0,0,0,71,35.51,92,18.26,108,11.16,5,3.51,1,0
2979,HI,99,408,0,0,0,107,23.07,103,17.71,95,9.4,3,2.38,7,1
2980,KS,84,415,0,0,0,86,38.4,105,23.43,108,9.06,3,3.86,3,1
2981,NY,46,415,0,0,0,67,20.77,62,14.21,98,8.77,6,2.62,1,0
2982,OH,87,510,0,0,0,106,26.06,117,19.08,152,12.3,5,2.4,2,0
2983,HI,150,415,0,0,0,117,36.38,89,16.35,99,10.92,4,2.13,1,0
2984,KS,73,408,0,0,0,112,33.12,85,14.21,61,4.51,6,2.92,1,0
2985,IN,7,415,0,0,0,87,35.14,83,23.89,77,7.13,5,2.97,3,0
2986,OR,89,415,0,1,12,105,31.96,107,12.86,132,9.09,3,2.84,2,0
2987,NY,131,408,1,0,0,83,20.79,94,10.1,95,6.66,3,3.7,3,1
2988,VA,105,415,0,0,0,96,44.08,97,14.89,36,10.01,5,3.24,3,0
2989,MI,108,408,1,0,0,114,19.57,70,17.96,85,6.12,3,3.73,2,1
2990,ID,47,415,0,1,28,109,29.39,94,11.7,109,9.17,6,2.24,1,0
2991,MO,101,415,1,0,0,116,26.59,114,11.08,109,9.33,5,1.97,1,0
2992,AL,182,415,0,1,24,104,21.78,127,12.19,98,8.59,3,3.13,1,0
2993,OR,161,408,0,0,0,73,33.42,79,14.47,79,8.74,3,3.38,1,0
2994,VT,128,408,0,0,0,130,38.74,71,25.72,82,8.62,7,1.49,1,1
2995,AZ,69,415,0,1,31,63,33.13,90,16.29,129,6.89,2,3.56,2,0
2996,VA,113,408,0,1,34,63,7.63,82,11.41,118,7.58,3,3.59,1,0
2997,PA,87,408,0,1,30,114,44.68,130,18.34,88,6.97,2,2.11,0,0
2998,CO,71,415,0,0,0,70,35.9,122,21.48,104,10.16,3,3.32,0,0
2999,KY,76,415,0,0,0,69,34.68,110,19.13,85,10.81,5,2.59,1,0
3000,NJ,87,510,0,0,0,109,37.94,86,10.84,83,13.02,4,3.92,3,0
3001,IL,117,408,0,0,0,82,20.23,108,15.94,97,8.52,3,3.11,1,0
3002,WA,177,415,0,0,0,91,45.24,79,19.14,58,10.11,8,2.4,3,1
3003,WV,95,415,0,0,0,104,22.85,95,12.95,80,10.64,3,2.54,1,0
3004,RI,76,415,0,0,0,78,29.09,83,21.86,92,4.12,3,4.37,1,0
3005,OH,66,415,0,0,0,103,28.99,77,21.62,138,8.88,2,2.84,2,0
3006,MO,110,415,0,0,0,124,30.35,141,12.49,102,9.77,7,2.67,1,0
3007,MD,204,510,0,0,0,145,34.88,95,13.16,77,8.61,5,3.81,3,0
3008,OH,32,415,0,1,31,97,39.58,111,15.6,111,9.31,2,3.51,0,0
3009,VA,133,408,0,1,39,107,40.78,77,21.57,85,5.79,3,1.81,5,0
3010,FL,185,408,0,0,0,97,9.45,83,24.54,110,5.0,3,3.27,2,0
3011,CO,103,415,0,1,37,78,26.1,108,20.56,110,11.01,3,2.86,1,0
3012,NY,91,510,0,0,0,100,18.67,104,16.12,85,9.3,3,3.0,1,0
3013,WV,131,415,0,0,0,89,33.34,87,15.77,132,11.25,6,1.4,2,0
3014,LA,153,510,0,0,0,127,28.36,121,12.2,130,9.48,4,3.19,0,0
3015,MA,132,415,0,1,25,96,19.24,107,22.94,87,10.31,7,1.92,2,0
3016,UT,148,510,0,0,0,92,34.51,125,12.83,131,11.05,9,3.94,1,0
3017,AL,141,408,0,0,0,90,41.28,80,19.9,104,9.52,3,1.62,5,0
3018,ME,105,415,0,0,0,102,26.61,134,11.92,111,10.23,2,3.29,2,0
3019,TX,169,408,0,0,0,105,45.34,88,13.45,111,12.95,3,3.73,3,1
3020,ND,127,415,0,1,23,80,30.94,85,18.37,82,7.06,4,2.65,1,0
3021,CO,57,415,0,0,0,92,14.6,127,16.48,93,10.42,2,2.73,0,0
3022,LA,123,415,0,1,33,87,24.92,59,9.76,99,9.92,7,0.78,0,0
3023,MT,103,510,0,1,35,101,18.79,81,17.71,77,3.93,2,3.75,4,1
3024,OR,101,415,0,0,0,89,20.16,97,16.97,61,2.4,5,3.11,1,0
3025,NH,123,415,0,1,22,105,33.59,86,6.8,82,5.44,12,4.21,2,0
3026,NE,78,510,0,1,32,116,35.75,83,16.34,92,11.07,4,2.92,6,0
3027,WV,101,415,0,1,28,96,37.45,72,24.29,111,9.14,6,2.54,4,0
3028,NV,129,415,0,0,0,98,25.5,101,19.75,123,11.75,6,3.38,1,0
3029,MA,67,415,0,1,34,114,27.49,115,17.65,114,9.26,4,2.48,0,0
3030,MI,37,415,0,0,0,116,32.54,99,14.23,112,9.74,5,3.78,3,0
3031,KY,64,415,1,0,0,83,24.94,91,12.61,69,10.74,3,3.38,3,0
3032,WV,173,510,0,0,0,103,18.6,111,8.61,106,7.53,7,2.11,1,0
3033,KY,135,510,0,0,0,115,24.5,68,21.23,82,9.51,3,3.67,1,0
3034,NJ,75,415,0,1,42,93,42.31,108,14.52,91,4.7,8,3.02,1,0
3035,ME,88,415,0,0,0,112,14.57,70,18.84,75,8.58,3,3.13,4,1
3036,TX,112,415,0,0,0,112,36.52,104,17.82,97,7.4,5,2.54,3,0
3037,MN,113,408,0,0,0,137,27.01,109,20.64,97,11.15,4,1.76,0,0
3038,VA,121,510,0,1,28,94,18.7,76,12.03,87,10.68,3,1.73,2,0
3039,DC,70,415,0,0,0,145,25.98,102,15.61,75,6.83,2,2.84,1,0
3040,MD,90,415,0,0,0,103,24.75,137,16.75,83,13.25,4,2.84,0,0
3041,RI,39,408,0,0,0,83,15.86,114,16.97,104,9.28,4,1.76,0,0
3042,MA,142,408,0,0,0,134,36.86,106,15.96,108,6.21,2,2.24,0,0
3043,MD,176,408,0,0,0,101,34.32,78,13.15,79,7.4,2,2.43,1,0
3044,NM,105,408,0,0,0,81,24.89,80,19.13,117,10.35,2,2.3,1,0
3045,MN,57,415,0,0,0,74,46.36,85,19.12,104,8.02,3,2.84,2,1
3046,MI,110,510,0,0,0,92,3.21,81,21.96,74,4.93,4,4.0,1,0
3047,AZ,88,415,0,0,0,81,29.38,90,16.44,107,4.03,5,3.46,2,0
3048,AL,95,408,0,0,0,119,32.33,70,13.35,120,8.17,6,3.78,0,0
3049,MI,147,415,0,0,0,83,22.2,144,17.69,72,9.21,3,4.21,3,0
3050,SC,101,415,0,0,0,92,26.93,117,15.98,125,9.89,4,3.65,4,1
3051,MS,115,415,0,0,0,111,28.31,98,20.08,92,9.25,2,4.21,1,0
3052,MS,103,415,0,0,0,103,21.98,89,17.24,126,10.49,2,3.48,2,0
3053,CA,82,415,0,0,0,112,33.88,120,16.44,117,11.45,10,1.89,0,0
3054,MD,141,415,0,0,0,126,31.47,98,19.81,106,6.85,7,2.46,0,0
3055,ND,149,408,0,0,0,80,29.82,127,16.78,102,8.47,2,2.62,2,0
3056,IL,131,510,0,0,0,123,44.78,74,12.91,101,9.83,2,2.89,2,0
3057,SD,119,510,0,0,0,108,16.01,100,22.45,79,9.17,3,1.97,1,0
3058,AL,112,510,0,0,0,83,32.2,89,18.62,116,7.56,8,1.92,3,0
3059,NV,116,510,0,1,35,103,20.06,106,14.21,102,9.26,2,3.19,2,0
3060,LA,94,415,0,0,0,98,36.06,89,16.1,95,15.85,5,2.27,3,0
3061,VA,90,408,0,0,0,93,37.74,103,15.9,124,12.7,6,3.35,2,0
3062,DE,114,415,0,1,31,98,37.88,105,15.34,101,6.81,4,3.51,0,0
3063,CT,63,408,0,1,25,137,32.3,76,9.91,110,6.37,2,3.29,1,0
3064,CO,130,408,0,0,0,129,46.21,128,20.16,91,9.45,2,2.35,4,1
3065,MA,122,408,0,1,29,83,33.22,93,22.8,95,7.56,6,2.27,3,0
3066,OR,166,510,0,0,0,93,33.93,99,18.22,110,8.86,5,1.94,3,0
3067,WA,62,415,0,0,0,98,17.0,95,14.75,122,9.81,4,2.73,0,0
3068,SC,78,415,0,1,21,85,27.3,79,18.96,92,5.58,1,2.57,2,0
3069,IN,148,415,0,1,26,91,26.98,127,13.64,88,9.82,3,2.67,1,0
3070,MD,154,510,0,0,0,122,26.27,71,18.21,105,8.01,2,3.24,3,1
3071,NV,110,408,0,1,34,114,32.69,114,10.99,102,6.13,12,1.7,1,0
3072,TX,75,415,0,0,0,106,51.87,115,15.98,116,10.59,5,2.3,0,1
3073,ND,84,408,0,1,38,106,32.81,106,13.06,87,11.72,5,2.0,2,0
3074,WV,113,510,0,0,0,88,12.33,112,17.34,118,5.31,3,1.78,1,0
3075,CO,181,510,0,1,40,61,17.88,79,29.01,97,7.46,3,1.7,2,0
3076,TX,51,415,0,0,0,88,30.69,102,11.45,97,7.68,3,2.7,2,0
3077,FL,102,408,0,1,29,86,36.5,109,26.72,110,12.61,2,3.86,0,0
3078,AL,107,408,0,0,0,95,14.76,85,9.19,87,9.19,3,3.56,1,0
3079,WV,88,510,0,0,0,99,22.36,128,14.86,83,8.29,2,2.13,5,1
3080,MI,82,415,0,0,0,102,23.02,122,20.15,91,5.32,4,4.73,0,0
3081,NY,204,415,0,0,0,85,29.63,95,21.6,96,7.94,3,1.59,6,0
3082,MS,130,510,0,0,0,63,34.66,93,16.3,125,5.96,4,3.27,3,0
3083,MO,174,510,0,0,0,108,40.04,143,12.1,131,14.25,5,3.38,0,0
3084,AR,129,415,0,0,0,113,26.69,97,21.84,126,8.35,2,3.27,2,0
3085,MS,190,415,1,0,0,55,19.02,124,18.96,81,10.94,7,2.7,3,0
3086,NY,54,510,1,0,0,91,40.17,130,12.99,98,7.21,8,3.02,3,0
3087,SD,78,408,0,0,0,88,27.81,93,24.09,108,11.79,9,2.32,0,0
3088,AK,100,415,0,1,29,127,36.31,82,14.95,100,9.32,3,2.4,1,0
3089,WV,70,510,0,1,30,72,24.38,92,14.45,68,5.76,4,2.54,3,0
3090,SC,111,510,0,0,0,119,13.31,94,16.85,94,11.18,4,3.27,1,0
3091,VA,117,408,0,0,0,98,16.51,131,19.38,111,10.8,3,2.86,1,0
3092,MS,68,415,0,0,0,93,16.0,80,12.55,85,9.61,2,2.73,0,0
3093,SD,27,510,0,0,0,95,38.47,109,23.32,119,10.92,3,2.21,2,1
3094,MN,91,415,0,0,0,61,22.75,96,13.5,92,8.53,2,2.84,1,0
3095,AL,181,415,0,1,27,93,32.35,127,21.17,82,9.71,4,2.86,1,0
3096,CO,118,415,0,1,36,106,50.13,115,14.08,63,8.51,5,2.65,3,0
3097,ME,112,415,0,0,0,114,31.52,119,16.27,78,6.48,11,2.7,2,0
3098,GA,93,415,0,0,0,121,30.52,131,16.31,125,7.45,4,3.24,0,0
3099,AZ,102,408,0,0,0,94,26.86,100,17.67,120,8.57,10,2.73,0,0
3100,MA,93,415,0,0,0,131,29.41,108,16.18,66,13.05,2,2.81,0,0
3101,AZ,107,415,0,1,32,101,22.81,145,18.01,138,7.54,5,2.21,1,0
3102,IN,100,415,0,1,32,123,21.28,101,19.63,106,8.64,9,3.4,3,0
3103,DE,115,415,0,0,0,111,33.3,108,19.3,113,14.09,1,3.56,2,0
3104,WI,63,510,0,1,13,61,36.41,88,15.4,68,7.83,2,2.78,0,0
3105,ME,57,415,0,0,0,101,37.59,65,20.12,137,11.35,1,2.57,0,0
3106,DC,119,408,0,1,26,100,22.44,121,14.73,108,9.16,5,3.13,1,0
3107,GA,73,408,0,0,0,92,26.79,87,16.86,106,16.42,4,2.46,1,0
3108,HI,98,408,0,1,30,71,18.75,108,15.5,88,8.27,8,2.97,2,0
3109,VA,139,415,1,0,0,121,27.46,137,16.4,96,7.57,13,3.02,0,0
3110,NY,31,408,0,1,28,116,29.21,125,20.46,80,11.05,7,2.86,1,0
3111,PA,129,510,0,1,32,99,35.87,89,13.18,96,10.57,5,3.08,1,0
3112,AR,115,415,0,0,0,89,23.68,95,16.35,75,6.8,3,2.51,7,1
3113,HI,108,415,0,0,0,99,49.57,93,18.79,110,10.31,9,3.78,2,1
3114,DE,139,408,0,0,0,110,23.63,93,11.3,120,12.24,1,3.27,0,0
3115,WV,102,408,0,0,0,125,39.92,99,16.93,88,7.34,1,2.7,4,0
